Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Regulatory Quality: Estimate,RQ.EST,Afghanistan,AFG,..,-2.0802526473999,-1.0188262462616,-1.33969509601593,-1.36301040649414,-1.13820362091064,-1.11377799510956,-1.38916301727295,-1.31168210506439,-1.27180624008179,-1.26642525196075,..
Regulatory Quality: Estimate,RQ.EST,Albania,ALB,..,-0.415910124778748,0.174237310886383,0.186607629060745,0.220610320568085,0.256079822778702,0.272065460681915,0.221967235207558,0.175859391689301,0.159353822469711,0.171953663229942,..
Regulatory Quality: Estimate,RQ.EST,Algeria,DZA,..,-0.710209369659424,-1.25690579414368,-1.2414299249649,-1.2794988155365,-1.34690141677856,-1.38831329345703,-1.35530030727386,-1.18196296691895,-1.06357324123383,-0.948087155818939,..
Regulatory Quality: Estimate,RQ.EST,American Samoa,ASM,..,..,0.15120430290699,0.121528759598732,-0.273731589317322,-0.306241989135742,-0.325278997421265,0.525310516357422,0.534613013267517,0.545899748802185,0.512013554573059,..
Regulatory Quality: Estimate,RQ.EST,Andorra,AND,..,1.22314357757568,0.898378431797028,0.860476732254028,1.20018458366394,1.18732905387878,1.22192621231079,1.33542132377625,1.35934960842133,1.39833402633667,1.35054576396942,..
Regulatory Quality: Estimate,RQ.EST,Angola,AGO,..,-1.50704801082611,-0.8636714220047,-0.969250917434692,-1.04546654224396,-0.8006831407547,-0.833844542503357,-0.856853485107422,-0.670014679431915,-0.606698572635651,-0.761388182640076,..
Regulatory Quality: Estimate,RQ.EST,Antigua and Barbuda,ATG,..,0.75122994184494,0.355818599462509,0.328430950641632,0.237126812338829,0.401309967041016,0.470356702804565,0.497693717479706,0.374506026506424,0.28908696770668,0.546036779880524,..
Regulatory Quality: Estimate,RQ.EST,Argentina,ARG,..,0.182292386889458,-0.898022353649139,-0.347571164369583,-0.196430206298828,-0.195977628231049,-0.453079700469971,-0.498344272375107,-0.631172716617584,-0.697565734386444,-0.482535392045975,..
Regulatory Quality: Estimate,RQ.EST,Armenia,ARM,..,-0.172101572155952,0.189176842570305,0.20515838265419,0.228397324681282,0.350590288639069,0.242604270577431,0.238748028874397,0.131828442215919,-0.0190788023173809,0.047635018825531,..
Regulatory Quality: Estimate,RQ.EST,Aruba,ABW,..,..,1.35814249515533,1.33574497699738,1.18148112297058,0.846328258514404,0.846234202384949,0.914808511734009,0.93955534696579,0.967042565345764,0.946606338024139,..
Regulatory Quality: Estimate,RQ.EST,Australia,AUS,..,1.57561349868774,1.77741026878357,1.88573145866394,1.92300236225128,1.89657723903656,1.86464607715607,1.81394696235657,1.83118271827698,1.89489328861237,1.94220554828644,..
Regulatory Quality: Estimate,RQ.EST,Austria,AUT,..,1.47547554969788,1.3904470205307,1.42889010906219,1.42786145210266,1.5240364074707,1.44640731811523,1.39522731304169,1.34041571617126,1.28319978713989,1.36136972904205,..
Regulatory Quality: Estimate,RQ.EST,Azerbaijan,AZE,..,-0.859866619110107,-0.37079980969429,-0.395615547895432,-0.372420430183411,-0.314388334751129,-0.223895654082298,-0.336040139198303,-0.0650539621710777,-0.103344202041626,-0.108809567987919,..
Regulatory Quality: Estimate,RQ.EST,"Bahamas, The",BHS,..,1.14310491085052,0.14747129380703,0.244631111621857,0.106517657637596,0.16780361533165,-0.0573959499597549,0.00136615370865911,0.0616125762462616,-0.146485969424248,0.00718375248834491,..
Regulatory Quality: Estimate,RQ.EST,Bahrain,BHR,..,0.74830287694931,0.804019331932068,0.595875561237335,0.401158452033997,0.40541660785675,0.471980392932892,0.614857494831085,0.836070001125336,0.970633506774902,1.07798528671265,..
Regulatory Quality: Estimate,RQ.EST,Bangladesh,BGD,..,-0.941208124160767,-0.92024040222168,-0.811327993869781,-0.82475745677948,-0.849186778068542,-0.937222182750702,-0.906213521957397,-0.84635329246521,-0.927658915519714,-0.914152979850769,..
Regulatory Quality: Estimate,RQ.EST,Barbados,BRB,..,1.25510835647583,0.549227178096771,0.468561351299286,0.479722231626511,0.531776666641235,0.39874941110611,0.467795848846436,0.550468504428864,0.476500302553177,0.503107726573944,..
Regulatory Quality: Estimate,RQ.EST,Belarus,BLR,..,-1.49640619754791,-1.16640019416809,-1.09083259105682,-0.85944265127182,-0.815192759037018,-0.673096418380737,-0.799875795841217,-0.928987920284271,-1.33121407032013,-1.41953349113464,..
Regulatory Quality: Estimate,RQ.EST,Belgium,BEL,..,1.15296983718872,1.27396082878113,1.32856822013855,1.23354864120483,1.25903940200806,1.27653729915619,1.34363579750061,1.33185970783234,1.25295519828796,1.16822481155396,..
Regulatory Quality: Estimate,RQ.EST,Belize,BLZ,..,0.20732094347477,-0.440686821937561,-0.494319975376129,-0.55601555109024,-0.666695117950439,-0.559759736061096,-0.55057954788208,-0.424278557300568,-0.438766330480576,-0.430582851171494,..
Regulatory Quality: Estimate,RQ.EST,Benin,BEN,..,-0.160908803343773,-0.621767401695251,-0.583056390285492,-0.523586809635162,-0.393426120281219,-0.446330428123474,-0.483431756496429,-0.447988480329514,-0.348364651203156,-0.295836299657822,..
Regulatory Quality: Estimate,RQ.EST,Bermuda,BMU,..,1.45910060405731,0.898378431797028,0.860476732254028,0.831705510616302,0.813936293125153,0.835124850273132,0.930365979671478,0.946981251239777,0.972116887569427,0.931279718875885,..
Regulatory Quality: Estimate,RQ.EST,Bhutan,BTN,..,-0.428554445505142,-0.73503041267395,-0.691017687320709,-0.341520547866821,-0.376959830522537,-0.359623849391937,-0.330750852823257,-0.405656158924103,-0.381970435380936,-0.401030838489532,..
Regulatory Quality: Estimate,RQ.EST,Bolivia,BOL,..,0.0159793049097061,-0.919425427913666,-1.01973187923431,-0.995769381523132,-1.00710666179657,-1.00195634365082,-1.03529012203217,-1.16856575012207,-1.21053624153137,-1.17711877822876,..
Regulatory Quality: Estimate,RQ.EST,Bosnia and Herzegovina,BIH,..,-0.683763086795807,-0.184997484087944,-0.139020889997482,-0.057750977575779,-0.141394659876823,-0.128735393285751,-0.182392880320549,-0.195087149739265,-0.157615318894386,-0.141291111707687,..
